epoch,angioma_dice,bg_dice,cyst_dice,hcc_dice,loss,val_angioma_dice,val_bg_dice,val_cyst_dice,val_hcc_dice,val_loss
0,1.0,0.9310351,0.06584662,0.5893208,0.005496995800450728,1.0,0.93057716,0.2456446,0.7159103,0.004840989939492027
1,1.0,0.94308776,0.13160987,0.649716,0.0048211230037004645,1.0,0.93291813,0.23344947,0.73857564,0.0044834690269095765
2,1.0,0.95061797,0.15158637,0.69328964,0.004351643004025857,1.0,0.90801907,0.24216028,0.69044834,0.004997641021768702
3,1.0,0.9553068,0.17802586,0.72195494,0.004015822653812574,1.0,0.9127546,0.2508711,0.7014153,0.0049170215037336595
4,1.0,0.9587493,0.19271557,0.74148995,0.0037879656284790803,1.0,0.8788979,0.2508711,0.6403885,0.006142963311725818
5,1.0,0.9618381,0.19567516,0.759392,0.003578942902421769,1.0,0.8823415,0.22996515,0.6498706,0.006099418781207751
6,1.0,0.9650161,0.18927169,0.7769645,0.003361013517295254,1.0,0.9101173,0.228223,0.6972712,0.005129349795218804
7,1.0,0.9674602,0.16114104,0.7927902,0.0031756019095668733,1.0,0.91187704,0.20557491,0.6972117,0.005173473433552485
8,1.0,0.9701284,0.15356691,0.80602854,0.003007455368437807,1.0,0.91062707,0.19860627,0.69652957,0.005375517051559889
9,1.0,0.9718306,0.13875265,0.8151876,0.0028887234143790998,1.0,0.8726658,0.18466899,0.6323279,0.006953344563142322
10,1.0,0.9732858,0.1406797,0.82376385,0.0027932382541156534,1.0,0.8361123,0.19512194,0.5836081,0.008745278014382834
11,1.0,0.9746627,0.11372468,0.8324803,0.0026842385266217317,1.0,0.90756834,0.15505226,0.6955005,0.005488124467961438
12,1.0,0.9767771,0.12704775,0.84445006,0.0025434523040019446,1.0,0.8673666,0.13240418,0.6265057,0.007676757676997433
13,1.0,0.97783333,0.09012988,0.8507481,0.0024657740818622483,1.0,0.9068803,0.12195122,0.69020724,0.005804648088252347
14,1.0,0.978596,0.09137679,0.8536655,0.0024241520034825456,1.0,0.88966787,0.078397214,0.665534,0.0067345109875297715
15,1.0,0.97978884,0.08864945,0.861572,0.0023217648846957316,1.0,0.89266765,0.057491288,0.6697541,0.0065577006975889775
16,1.0,0.98061025,0.08112911,0.86719376,0.0022538766899482033,1.0,0.8884926,0.038327526,0.66201115,0.006703041119497749
17,1.0,0.98081166,0.06673929,0.8680629,0.002227230235940005,1.0,0.9005145,0.029616725,0.68242645,0.00610040628451867
18,1.0,0.9817684,0.06756252,0.8728407,0.002171645358035286,1.0,0.90822035,0.020905923,0.69931203,0.005864292084651542
19,1.0,0.98234147,0.05629377,0.8767892,0.002125048868700051,1.0,0.87105846,0.019163763,0.63344294,0.008012654593227373
20,1.0,0.98273516,0.0524436,0.8809814,0.002083634945833769,1.0,0.9638699,0.08362369,0.8440797,0.0028687924727106317
21,1.0,0.9831735,0.051119287,0.881582,0.0020550463922997418,1.0,0.89317167,0.012195122,0.67078656,0.006730870395259549
22,1.0,0.9834743,0.045413487,0.8841333,0.002015333282420181,1.0,0.89173853,0.0121951215,0.67000085,0.0068530969135949995
23,1.0,0.983819,0.04731921,0.8872209,0.002012930741565386,1.0,0.9059253,0.0017429166,0.69415534,0.006180551093321566
24,1.0,0.9846516,0.050007347,0.8906285,0.0019268490685316025,1.0,0.90811086,1.1110856e-09,0.69904965,0.006009806683351925
25,1.0,0.98494583,0.04386763,0.89219326,0.0019013809067250584,1.0,0.94654477,0.008726345,0.7922727,0.003839405816541628
26,1.0,0.98520434,0.04440684,0.8946049,0.0018763956938597306,1.0,0.9478797,0.006979153,0.7961785,0.003805103938530105
27,1.0,0.98557913,0.051543236,0.8960384,0.0018433805038211258,1.0,0.88929117,0.0017421605,0.66568524,0.007014887870243955
28,1.0,0.9858297,0.0491542,0.89896023,0.0018158405864914114,1.0,0.89812785,8.147473e-06,0.6784006,0.006688406845905172
29,1.0,0.9858367,0.0449225,0.8983603,0.0018135986261654938,1.0,0.906512,1.1633215e-06,0.6952797,0.006098722523477461
30,1.0,0.9863379,0.046042662,0.9035126,0.0017639304748578604,1.0,0.8687058,1.7307371e-10,0.6314713,0.008658436698131653
31,1.0,0.98623294,0.04640542,0.9008503,0.001782116026929396,1.0,0.951328,3.2618205e-05,0.80683124,0.003605281338071327
32,1.0,0.9867858,0.051361565,0.9046986,0.0017386823466481317,1.0,0.88005215,0.00174576,0.64959645,0.00790175736617323
33,1.0,0.9871717,0.054832764,0.9074011,0.0017040429112483858,1.0,0.91349363,4.1386247e-05,0.71146196,0.005935297422240835
34,1.0,0.9871018,0.046808567,0.9074544,0.0017033885463351858,1.0,0.92794436,0.0019721943,0.74217296,0.005082484129053712
35,1.0,0.9875696,0.052041225,0.90977424,0.0016579676466059244,1.0,0.96826,0.00037876167,0.859175,0.002673781767648966
36,1.0,0.9876776,0.057040505,0.91039145,0.0016581619256712842,1.0,0.9118122,1.39191725e-05,0.7066196,0.006172857637913047
37,1.0,0.9878769,0.05425109,0.9116464,0.0016381525133384253,1.0,0.9312289,0.00022401511,0.7522794,0.004844276658389133
38,1.0,0.98786676,0.054988287,0.91185945,0.0016191611861208364,1.0,0.9467498,0.0018353512,0.7916424,0.0040323029828780305
39,1.0,0.9882229,0.054543924,0.91368335,0.0016033203029325919,1.0,0.9349962,0.00011458319,0.759922,0.00456473805969224
40,1.0,0.98864627,0.058333997,0.9160618,0.001551356984690162,1.0,0.9163848,2.7732005e-05,0.7189641,0.005847519603541659
41,1.0,0.9885028,0.0659767,0.9158774,0.0015679684783699557,1.0,0.9349714,7.409228e-05,0.7592052,0.004744802726366158
42,1.0,0.9888979,0.061801214,0.9193365,0.001519166574387211,1.0,0.94790906,0.00060880714,0.7981107,0.003916310267531043
43,1.0,0.9887127,0.0645958,0.91771936,0.0015458549067269114,1.0,0.96132946,0.0011506634,0.837138,0.003144876638188867
44,1.0,0.98871773,0.06554191,0.9182376,0.0015379805883855102,1.0,0.9700662,0.0015306039,0.86684173,0.0025849686949741004
45,1.0,0.9890395,0.065908894,0.9198288,0.0015058244610905,1.0,0.9261594,0.0002705427,0.7410242,0.0052532986504551455
46,1.0,0.9892465,0.06189434,0.9204105,0.001499575330355037,1.0,0.96189576,0.0022980587,0.83743656,0.003121263063322097
47,1.0,0.9890849,0.065520674,0.92021793,0.0014906541166421873,1.0,0.95173514,0.00043898588,0.808685,0.003739058165015971
48,1.0,0.98929065,0.06795463,0.9223975,0.0014846623277788551,1.0,0.9321536,0.00059523765,0.7546732,0.0049183401356220815
49,1.0,0.9892845,0.07355779,0.922046,0.0014676104888463523,1.0,0.95937645,0.0011780417,0.833266,0.003260001236267018
